id,subject,gold,pred,correct,method,prompt_n,prompt_ms,predicted_ms,wall_ms
0,professional_psychology,C,C,1,logprob,118,360.0,0.0,385.4
1,security_studies,D,D,1,logprob,259,470.2,0.0,494.1
2,professional_law,B,B,1,logprob,174,360.9,0.0,368.2
3,international_law,C,C,1,logprob,93,217.6,0.0,223.0
4,professional_medicine,A,B,0,logprob,200,422.2,0.0,434.3
5,high_school_physics,D,B,0,logprob,98,222.1,0.0,231.0
6,virology,A,D,0,logprob,86,223.1,0.0,231.6
7,miscellaneous,B,B,1,logprob,96,217.9,0.0,223.4
8,professional_law,D,B,0,logprob,233,461.9,0.0,467.4
9,high_school_biology,C,C,1,logprob,71,208.9,0.0,214.0
10,us_foreign_policy,B,B,1,logprob,96,212.2,0.0,214.3
11,machine_learning,C,C,1,logprob,99,212.0,0.0,214.0
12,clinical_knowledge,C,C,1,logprob,78,208.9,0.0,210.8
13,professional_law,A,D,0,logprob,420,748.5,0.0,751.5
14,high_school_geography,B,B,1,logprob,84,208.9,0.0,211.8
15,business_ethics,C,B,0,logprob,90,212.5,0.0,215.7
16,high_school_physics,C,B,0,logprob,93,220.3,0.0,225.8
17,anatomy,B,B,1,logprob,95,222.3,0.0,228.7
18,medical_genetics,C,C,1,logprob,99,221.2,0.0,227.8
19,moral_scenarios,B,C,0,logprob,131,269.2,0.0,275.9
20,machine_learning,B,B,1,logprob,57,167.1,0.0,173.5
21,high_school_us_history,D,D,1,logprob,378,680.0,0.0,686.7
22,formal_logic,D,D,1,logprob,98,219.0,0.0,227.0
23,high_school_us_history,A,A,1,logprob,238,472.7,0.0,481.0
24,high_school_european_history,C,C,1,logprob,211,426.2,0.0,434.7
25,college_biology,C,C,1,logprob,109,269.1,0.0,276.8
26,virology,B,D,0,logprob,78,217.2,0.0,224.2
27,high_school_psychology,A,A,1,logprob,208,419.9,0.0,428.6
28,elementary_mathematics,B,,0,none,93,218.9,0.0,225.2
29,prehistory,B,B,1,logprob,91,220.0,0.0,225.7
30,miscellaneous,B,B,1,logprob,57,167.7,0.0,174.5
31,moral_scenarios,C,C,1,logprob,139,316.3,0.0,323.0
32,anatomy,B,C,0,logprob,109,265.3,0.0,273.2
33,professional_psychology,B,C,0,logprob,61,170.2,0.0,176.3
34,high_school_statistics,D,B,0,logprob,198,420.9,0.0,427.1
35,philosophy,A,C,0,logprob,90,216.7,0.0,222.3
36,professional_law,C,A,0,logprob,423,781.1,0.0,787.1
37,professional_accounting,C,B,0,logprob,87,220.1,0.0,230.1
38,high_school_psychology,B,B,1,logprob,158,322.0,0.0,329.2
39,high_school_us_history,A,A,1,logprob,320,578.1,0.0,585.8
40,astronomy,D,B,0,logprob,95,217.3,0.0,224.1
41,professional_medicine,B,A,0,logprob,102,265.0,0.0,270.2
42,professional_medicine,D,D,1,logprob,416,732.4,0.0,738.3
43,moral_scenarios,D,C,0,logprob,143,318.6,0.0,326.9
44,professional_psychology,C,C,1,logprob,94,218.8,0.0,226.0
45,philosophy,D,D,1,logprob,82,218.9,0.0,225.7
46,miscellaneous,C,C,1,logprob,59,167.7,0.0,173.9
47,moral_scenarios,C,C,1,logprob,129,269.6,0.0,275.3
48,nutrition,C,C,1,logprob,63,165.4,0.0,169.8
49,conceptual_physics,C,A,0,logprob,92,219.1,0.0,223.8
50,high_school_geography,D,D,1,logprob,84,217.6,0.0,224.7
51,philosophy,D,B,0,logprob,98,223.8,0.0,231.4
52,high_school_world_history,B,B,1,logprob,344,629.4,0.0,637.0
53,miscellaneous,A,C,0,logprob,60,166.8,0.0,174.6
